overall,reviewText,summary
3,"I got these for a wedding, they were tight but cute.",Three Stars
3,My foot is pretty wide.  I had to relax the straps a LOT!  I hope they break in okay.  It took quite a bit longer to receive these sandals from the company.  I ordered a few other pair at the same time and they came much sooner.  I wish the top straps were leather rather than plastic...here's hoping they work out okay.  I HATE returning things so I'm going to hope for the best.,My foot is pretty wide. I had to relax the straps a ...
3,It's an adorable outfit. cutting is small. The tutu part is scratchy.,Cute outfit
3,Order half a size or a size down.,Three Stars
3,much bigger than the actual Pandora charms,Three Stars
3,Great looking shoes but they only lasted 3 beach days for our 3 year old toddler before they started falling apart. The inside soles completely came out and ended up being very uncomfortable for him.,Great looking shoes but they only lasted 3 beach days ...
3,no lining in chest area.,Three Stars
3,The toe is not wide enough,Toe not good
3,Fits too large. Beautiful colors but not for me.,Beautiful colors but not for me
3,It was good at first and then it was very jabby and uncomfortable. Not bad for the price.,Three Stars
3,Not extra large by any stretch of the imagination.,Three Stars
3,Like the bag it but the picture is misleading. There is no logo or kate spade embossed on the front.,Picture Wrong
3,"Cute shoe. Not fun to wear though ;) I reeeeally wanted to keep these, but I just couldn't based on how they fit; the height is nice looking but the angle is too pronounced (and the wedge thins quite a bit at the bottom = occasional wobbling ;)  lol) - then again, I have high arches, so these were particularly uncomfortable for me to walk in. If you have flatter (but thin) feet, these are true to size and cute - maybe they will work for you!  ;)",Cute. High. Somewhat difficult to walk in. (pls rd review)
3,"Chic shoe, unfortunately I cannot see myself wearing it all day. The back of my right foot blistered after a couple of hours.","Chic shoe, unfortunately I cannot see myself wearing it ..."
3,"The right shoe is not straight, the head turns a little bit inside. The left one is fine.",The shoe has bit defect
3,Somewhat small and for a tall person the inseam is short.,Three Stars
3,"quality of product is very good! but size is SMALLER than actually on .5 unfortunately i'm not living in US, so i could not ship back to seller. if you want this shoe, you must choose minimum 0.5 size bigger",quality of product is very good! but size is SMALLER than actually on
3,"Cute bracelet, the charm is a bit small",Cute
3,i ended up giving these shoes away. the back comes up too high on the ankle and gave me a blister on my achilles every time i wore them. pretty shoes though,gave me blisters
3,"I ordered for my Doctor, who is a very good friend, he like it.","who is a very good friend, he like it"
3,Love the shirt but ordered large and after washing fits like a small-washed on cold and hung up to dry.,Love the shirt but ordered large and after washing fits ...
3,"Not best quality, definitely won't keep your child's feet warm.",Three Stars
3,"Nice price for 6 yards.  This fabric photographs differently than it looks in person.  It's much darker, but still very nice looking.  That's my only critique.  It takes some doing to peel the stickers off.  You have to be super careful.  Other than that, nice find at a nice price. This is somewhat see thru, so any garment you make with this will need a lining.",Nice find at a nice price!
3,"I liked the suit,but runs very small",runs small
3,Cute dress - sizing is wayyy off what they say it is. It is more like kids sizing. Very disappointing due to waiting so long to receive it and then being way to small.,Disappointed in Product
3,I liked the bag but unfortunately it was too small for my purposes.,Three Stars
3,ok,Three Stars
3,"Not as good in person. Dress is okay for what it is. I like it. Runs a bit on the large size though. If you are between sizes like I am, go for the smaller size.",Not as good in person
3,"I found these to be a little small, even for a ""slim"" fit. The length was also a little short for us. Nice pant though.",Nice pant. Size/fit didn't work for us.
3,"I am only giving a 3 because the green was not as bright as is shown on here. However, great fit and support, true to size.",great fit and support
3,Little to big but good quality cloth soft & nice,Three Stars
3,"This is a nice purse but the quality is not what I've come to expect from Vince Camuto. I bought another satchel from the company a few months go & was extremely impressed with its workmanship and the quality of leather. The leather on this purse seems cheaper & it lacks sheen. Also, the second strap that comes with it doesn't snap on very well. The strap needs to be hooked onto the little loops on either side of the purse. I'm afraid to attach the strap, though, because it would pull too hard on the sides of the purse & possibly tear the leather or snap the loops.",This is a nice purse but the quality is not what I've come ...
3,Received it as a gift and it is beautiful. However it didn't fit my American passport. I was able to wedge it half way but there was no way i would've been able to take it out with ease without ruining my passport. I use it mostly as a wallet now but it was disappointing.,Doesn't fit my Passport (American) but it is beautiful
3,Ordered by mistake.  A little bland - style and color.  The flippy thing down the front is unfinished and looks odd unless you tuck it in and then it still looks odd.,Bland
3,Thought it was soft but ran a little big. That's the the only reason I gave it a 3.,Thought it was soft but ran a little big. ...
3,"Cute and cheap. I wear size 7 to 7 1/2 normally so I ordered a 7 in this. Length is fine but apparently for narrow feet. My feet on the sides were hanging out. Lots of compliments, okay for fun out but not comfortable for all day.","Cute and cheap, get what you pay for"
3,Too big for me...,Three Stars
3,I thought it would be thicker,Three Stars
3,"Shorts fit well, but the shirts ran small.",Size runs small
3,Good looking casual/ sports shoe....good material; bought slightly longer and wider however somewhat 'tight' fitting for first few wears.,Probably purchase 1 whole size larger and extra-extra width.
3,Very cute dress however it fit quite small.,Three Stars
3,arrived very very late! Otherwise its cute.,Three Stars
3,Size runs small. I ordered a small but should have got a medium.,Three Stars
3,Didn't realize it was a push up Wichita is not needed whennot your a large breastfed woman. I feel like I'm gonna fall out. Bottoms on the other hand fit perfectly. Love the color!,Why the push up
3,"Runs small, couldn't wear, gave to my daughter- she likes it",Three Stars
3,"Gorgeous coat. But runs at least two sizes small, especially in the shoulders .",Three Stars
3,"This raincoat will probably keep the rain off of my back, but not my front.  It is too small and I cannot close the front of it over my chest. It also smells really badly. I've had to spray it with Lysol, as my whole apartment smelled from it.  It's better, now. I might wear it if it is only drizzling; but not in the torrential rains we are expecting here in California this winter.  I need to find a larger raincoat in time for that.  If you are built smaller, rather than larger, this coat might be perfect for you.  It doesn't fit me, very well.",Too small to keep all of the rain off
3,Okay material. Good waist size.,"RETURNED:  About 4"" too long."
3,"Normally wear a 10. Could not even get my foot in. Ordered a 10.5. Got the shoe on but very tight fit. 3rd times a charm, ordered an 11 and it works!! Good looking shoe.",Very nice shoe but runs small
3,The shoes are not comfortable at all. I had to take them off after three hours of wearing them.,I wish I had tried them on before buying them.
3,But these are really small and didn't stay vertical like an ear crawler should. Ill be returning them.,Very cute idea...
3,"My daughter loves these boots; however they are lined with thick material and they get too hot on her and make her feet stink, because they sweat.  Probably better if you live in a cold and snowy place",Probably better if you live in a cold and snowy place
3,"Based off other review, I thought the top would be good for bigger boobs (36 DDD) not a lot of room/support for the girls. The color said it was red, more like coral, which I really like.",Not Red
3,"Too short, but everywhere else fine!",but everywhere else fine!
3,A bit tight it is a fun shoe!,Three Stars
3,"Unlike most K Swiss sneakers, this pair are small and tight on toe.
Sleek and pretty, but need to get one size bigger.",Run too small
3,"I just needed a basic shell to wear under a sweater. It's a bit on the short side (i prefer tops to hit mid-hip, not high hip) and the quality is ok. Nothing to write home about, but not bad enough to return.",but not bad enough to return
3,This shoe is uncomfortable for me.  I've had other Anne Klein shoes that I love but for some reason this shoe is uncomfortable around the bow area.  It hurts my feet to wear them for very long.  I really like the shoe but probably won't wear them because of being so uncomfortable.,I've had other Anne Klein shoes that I love but for some reason this shoe is uncomfortable around ...
3,ok,Three Stars
3,My kid is 9 months and it fits. He is not a big boy and this happens with some Oshkosh or Carters items.,My kid is 9 months and it fits. He ...
3,Okay look for the price,Three Stars
3,Had to return for another one 2 sizes larger than normal US sizes. Be aware!,Runs very small
3,"Ok looking watch, backface looks more like a cardboard printout than anything else",Not as pretty as it looks
3,"Beautiful, yes. Stylish, absolutely. Practical, not so much. This picnic basket offers  insulation and style, but does not work well if you want it to be compact. It brings these plastic rods that are the be placed to give the basket support, but the aren't very sturdy. Also, my basket arrived defective, with one of the rod pouches unsewn, rendering the bag very weak. I don't not suggest building and folding this basket between each use, it is very flimsy.",Not worth the cash
3,The ruber on the side of the right foot faded ...now I have one shoe with gray and one with tan trim.. bummer.,The ruber on the side of the right foot faded ...
3,Received the item just as described. But low rise. I didn't realize they are low rise shorts.,Three Stars
3,"I love the suit, but it is too small on top.  I ended up returning it.  I would buy again if I could get separates.",I love the suit
3,"After a back and forth on the credit, I have my response. The quality of the product looks good, but it runs small.","The quality of the product looks good, but it runs small"
3,What else to say?,Three Stars
3,"I bought this pajama to my wife. Fit perfect, but the material of the top is not good quality. After the first night a hole was opened in the underarm  seam. A little disapointing","Fit perfect, but the material of the top is not ..."
3,Got to wear over sleevless dress its ok.material not greay..have to stretch it into shape after washing,not impressed
3,"Love the style and look of these shoes. I ordered the correct size, and when I put them on they fit perfect, but when I walk in them my foot slides around making them feel too big. I think it's because the insole is a slippery soft material. Otherwise, I really like them. Just wish they fit better.",Great style - slippery insole :-(
3,"These were definitely Relaxed, definitely a boyfriend fit, if you order your normal size,",Three Stars
3,"Perhaps my baby is gigantic, but the collar of this shirt is so high and so tight that she had to wear it open, like a tunic.",like a tunic
3,It's cute but it is entirely too large for a newborn.  I think it will fit my son now... he's 7 months old though and I wanted this for newborn photos.,It's cute but it is entirely too large for a ...
3,The beading is beautiful. The length was a bit long for me. Also thought it was strange that the beading didn't go to the end of the dress. It stopped one inch up.,Ok...
3,It is really beautiful but the stones fall off easily. If you have super glue it should be an easy fix. . .,It is really beautiful but the stones fall off easily
3,The front glass has a pink hue to it but my sister-in-law still loved it,Good
3,"Cute boots, but they are very difficult to get all the way on my baby's feet, so they fall off easily. Would be great if the boots had a Velcro opening or had little straps to keep snug around my baby's ankle, but for the price I guess I couldn't expect much more.",Difficult to get/keep on
3,"Unfortunately the shoes do not fit and I have not worn them at all! The shoes are beautiful, but I cannot wear them.","The shoes are beautiful, but I cannot wear them"
3,"It's an ok shoe.  Compared to my Nike Romaleos, it's lighter but I feel less stability.  It's cheaper so you can get it and have good use from it and it's definitely a step above lifting with regular shoes.  I'd recommend to those who want to save money while upgrading their lifting experience.",It's cheaper so you can get it and have good use from it and it's definitely a step above ...
3,Not as comfortable as expected.,Three Stars
3,"This is a great looking coat, overall. The first one I received had a few pulls in the fabric, so I exchanged it. The second one had some slight tearing on the inside lining. I wouldn't have minded the small flaws if it wasn't for the price of the coat. If this were a $50 coat I most likely would have kept it despite the blemishes, but the quality wasn't worth what I spent. I did return it, and the company was very helpful and responsive with that.","Great looking, just not the highest quality"
3,Cute shirt.  I typically wear a small top and I found this shirt a little tight.  I wore it one day and noticed three small holes in the shirt by the end of the day.  I was not engaged in any activity that should have resulted in holes so I suspect the holes were there when I purchased and I simply didn't notice.,Cute shirt. I typically wear a small top and ...
3,You have to insert the earing from behind the ear to screw in the front. Very inconvenient.,Three Stars
3,Good as costume jewelry. Somewhat dull,Three Stars
3,"isn't as high up as I would like, but its ok",Three Stars
3,Thin material which can be a good thing. Flares are too wide though (3/4 size anyway),Three Stars
3,In pic material looks very nice but in real it is not exactly same as that. But ok for regular use.not for occasional,In pic material looks very nice but in real it is not exactly same as ...
3,"It is good but not briliant as expected and the bakaging is too small

Adding option to use 18 gold than 14 it will be great",Good but not shiny
3,"Color was not quite to my liking, but the sandal was fine.",but the sandal was fine.
3,"i love, love, LOVE the style but i was disappointed when, just after only wearing them 5 times, they stretched beyond repair. they would not even stay on. i will definitely purchase again, but half size smaller.",stretched out after only 5 uses  :(
3,"The crotch section of the outfit sticks out as if it's missing a snap in that area - not cute. Otherwise, nice feeling fabric, tighter fitting sleep'n'play for a 4 month old.",nice feeling fabric
3,"Nice looking shoes, but they definitely run about half a size too small. Had to return.",Three Stars
3,The decal is already coming off and it has not even been washed started coming off by the end of party not real happy with that.,... coming off by the end of party not real happy with that
3,"I put ""fit as expected"" as it required me to choose something. I didn't get these for me, so I can't comment on the fit at all. These are in NO way Navy. They're gray. I also didn't know the bottom mesh-looking portion was JUST mesh. Basically if you wore bright-red socks with these shoes, you'd see them through the mesh at the bottom.  Not quite what I thought I was ordering and not the right color At. All, but hopefully the person I got them for will like them.
Seriously Island Surf - is the person who designed these color blind?",Not Navy Blue - These are GRAY.
3,I  am hopefully they will stretch after I wear them. I have several  pair's of Calvin Klein Dolly pumps and they work well for me. The price was great.,A little  small
3,too hard,Three Stars
3,"Nice size. Shoulders and chest have plenty of room. Several t-shirts that I have purchased from other vendors skimp on the material, and an XL is closer to a Large. This shirt is cut well. My only complaint is that the material is thin. I would have liked the t-shirt to have a little more weight to it, but overall I am satisfied.",Nice t-shirt
3,Looks and fits  like skinny fit with spandex streching,Another pant
3,"I thought I'd like this wallet, but it's too large for me, and I have large hands so that's sayign somethign.  The leather quality looked fine, but the size of the wallet was not appealing.",I thought I'd like this wallet
3,"a little small, although I buy size L is too tight. the left sleeve sewed it seems that bad because it is smaller than the right sleeve. neck fits perfectly. 65% Polyester 35% Cotton. It is very warm and makes sweat too. 65% Polyester 35% Cotton. It is very warm and makes sweat too.",the left sleeve sewed it seems that bad because it is smaller than the right sleeve
3,love hate relationship with these shoes.  the insole comes off.  use better quality to attach it.  next thing you know by end of summer your insert is hanging on for dear life.,love hate relationship with these shoes
3,"The battery died after a month or so, but that's pretty normal",but that's pretty normal
3,Great fit but they are Not teal. They are green.,"Great fit, wrong color"
3,was a gift for my wife and it fits as expected,Three Stars
3,"One size too small, especially on the hips. The material and design is grest.",Three Stars
3,"My daughter's 12 years old -so the size should have fit. She really wanted it, too. It was just a tad too small.",Tad Too small
3,It looks great but it's very heavy and it can irritate your ear as a result.,Three Stars
3,"Me gust mucho el bulto, es espacioso y cmodo. Buen material. La lonchera esta bonita y cmoda, pero cuando se abre muy fcil.","Me gust mucho el bulto, es espacioso y cmodo ..."
3,Great just a little 2 big,Three Stars
3,"Nice looking shirt, closer to next size smaller than ordered , hand washing and drying not fun.",Three Stars
3,Looks OK for the price but it is small.  Will not fit the average size woman.,Three Stars
3,This was not a woman's size I had to give it away,Three Stars
3,"I followed the size chart based on my measurements and these were too large!  Now, I have to pay $3+ to return them, even if I order a new pair.  I am not going to risk it.  In fact, if I had noticed it, I would not have purchased them.  I usually check that.

They were not bad but they do have a channel-style elastic waistband.  I prefer waistbands that are knitted into the fabric.  Not worth getting another pair if I might have to return them again.","Don't Trust Size Chart, YOU Pay Return Shipping!"
3,it was thicker and  not as airy  and didn't flow as i thought... ok for the price. I returned it because it was too big.  i am 5 ft 4 and weigh around 125  it was too big.,it was thicker and not as airy and didn't flow ...
3,Good,Three Stars
3,"Fits a bit smaller than usual. They stay in, but might easily fall out if you don't keep checking them to make sure they are in place... I am considering some o-rings to hold them in place. Otherwise, very nice quality, they look really nice.","Fit is loose, but they look pretty!"
3,Top runs small very nicely Noted but totally see-through,Three Stars
3,"Very pretty & very comfortable elastic waistband shorts. However, I wear an XL and I ordered these in 4X & they fit a bit snug. The quality of the material is excellent, and they are cute but I would recommend that you order 4-5 sizes up if you prefer a more comfortable fit. I would definitely recommend this product, just order way up on the size. I am familiar with Asian sizing & was still surprised by the fit. The shipping was fast, my package arrived way sooner than expected. Excellent seller. Will order from them again.",order way up on the size
3,"Returned them, not the quality I expected!",Not today!
3,"material was ok but it fits very large .
i am 5'3 115 have 36' hips 34ddd top .",material was ok but it fits very large. i ...
3,Kind of cheap.,Three Stars
3,"These hats are really adorable. We weren't able to use them because they didn't fit when my daughter was born. Her head measured in the 75th percentile, so this may not be the case for others.",Cute but small
3,Does the job. Snaps that are supposed to hold the two sides together after the garment bag is folded do not stay connected. Inside layout good.,Inside layout good.
3,Pictures are not true to actually size. Shipping was right on time. Customization was just what I wanted.,Three Stars
3,"The speaking watch runs slow; I have to reset it for my father every couple of days. The directions are understandable. The hands do not stay in position, but that doesn't matter so much as he prefers the convenience of hearing the time. The date function is wonderful. The wristband was too large.",All in all I am glad we have it.
3,"Wallet itself is pretty nice.  Like the pockets and cards and picture holders.  The chain is a little cheesey and wimpy,  will probably find a better one for later.  Luke the antique brass finish just wish it was a bigger linked heavier chain with better clasps.  Not worthy of the quality of the wallet in my opinion.  Don't let it keep you from buying the wallet.",Wallet itself is pretty nice. Like the pockets and cards and picture ...
3,very small,Three Stars
3,"This is not the same skirt I ordered, but I can make it work. I would, however, appreciate knowing beforehand that it is not going to be the exact print I ordered. For example, what if I'd bought it to go with a specific blouse and one of the colors totally clashed. It doesn't--but that certainly could happen. I did decide to keep it, and I particularly like the under slip.",Wrong Print but Okay
3,I sent them back . I needed a wide width,Three Stars
3,It fits a man not a little boy...,Three Stars
3,"Great look
Somewhat cheap assembly. Needed to hot glue several places to secure parts right out of the box",Great look Somewhat cheap assembly
3,It was a little smaller than expected but cute.,Three Stars
3,Nice swim suit but the color is not expected,Three Stars
3,"Bought the XXL size, I normally am between an XL and XXL for my shirts and this fits like a very tight XL.  Size way up if you buy this.",I normally am between an XL and XXL for my shirts and this fits like a very tight XL
3,Does not hold up in the wash.,Three Stars
3,This is cute and fits fine but there is no tag on it so I have no idea what material it is or how to properly wash/dry it.,This is cute and fits fine but there is no tag on it so I ...
3,The material is extremely thin/see through,Three Stars
3,Pearl fell off after a couple of months.,Pearl fell off after a couple of months.
3,wrong size,Three Stars
3,"Cute, but thin and too snug.  I returned it.",Three Stars
3,It rides up all the time and it is way smaller than expected. Get the larger size!,Three Stars
3,"these shoes are true to the pic, they look exactly like what i expected. My issue is the sizing, i suggest you order a size up and i only received on strap.",too small
3,used in student section,Three Stars
3,Didn't fit as I expected.,Three Stars
3,Super cute costume but chains on the front fell off after five minutes of wear,Cute but not durable
3,"Kinda cheap, but my kiddo loves it.",Eh..
3,I didn't even last a month got hole on it. my son wore  it school. I was very disappointed money I spent for it.. I bought same brand from Costco for winter warm from inside last me whole winter season..,cheap material didn't even last a month
3,The shoes are nice. Like the print. They are not true to size and way too narrow. Be sure to order a size up if you order them. Not recommended for wider feet.,Not for Wide feet
3,"It didn't fit how I ecpected. I expected it to be less clingy. I n knew it had spandex in it, but not that much.",It didn't fit how I ecpected. I expected it ...
3,"The design is pretty cool but the fabric it's so thin and looks some transparency, maybe its my fault for not seeing the photo with zoom...",very thin fabric
3,"Too small and tight, had to return",Three Stars
3,The luminox part does not work. It's a joke...,Three Stars
3,Too much distressing . Fits true to size.,Three Stars
3,Fits as it should.,Three Stars
3,The shirt was different than I expected. The straps were too long.,Three Stars
3,Plastic piece on one strap broke after three months of use.,Okay.
3,"Left fits perfect but the right shoe is a bit small and uncomfortable. Totally weird, and has never happened to me before.",Left fits perfect but the right shoe is a bit small and ...
3,Such a cute dress.  Zipper was poor quality.  I didn't give myself time for an exchanged so I had the zipper replaced.  Mixed feelings about the cost now after paying for the alterations.,Cute but beware.
3,"This shirt is really cute, but absolutely useless as a nursing top. The black undershirt you can see in the picture is only in the front. As in, when you put the shirt on, the entire back is the see-through white layer. So unless you've managed to find a super cute nursing bra that you don't mind people seeing, you're out of luck! Or you could wear one of those nursing camisoles underneath, that would work, too. I just can't wear those personally (I wear a 30J bra), so it didn't help me any. Since I got the shirt for free when I bought 2 other items from Bearsland, I'm going to keep it and wear it out on dates (hubby actually liked it), but I won't be nursing in it! Also, the black layer unbuttons so you can nurse, but it's not one of those discreet openings, it's just a normal button down, so your upper chest will be exposed instead of a small amount of boob. Again, cute idea, just not super functional for the purpose listed!",See through back in a nursing shirt? Really?
3,"Okay. It was too thin to wear in spring in Seattle, so my son worn it once and he outgrew.",Okay. It was too thin to wear in spring ...
3,"It's a pretty top, kind of thin material, very large with large armholes. You will need a sports bra or another tank top for layering underneath. Expect that you will need that layered look with this top.","Pretty top, runs large"
3,a little bit big for an 8.,Three Stars
3,"They are nice for the price, but the material is very stiff, so stiff that i'm not sure they will ever become comfortable to wear all day.",They are nice for the price
3,too big for toddler,nice but big
3,"Nice sweater,but had a weird plasticy oily stink that finally went away after about a year and multiple washings.",The stink will fade
3,"Check size, its to small",Three Stars
3,"I love the watch but unfortunately the watch came to me not working. Haven't yet taken it to the jeweler, so unsure if it's the watch itself or the battery.",I love the watch but unfortunately the watch came to me ...
3,"Great book bag at the start of school, but the bottom material is not made to last. The last couple of months of school my kindergartener had to get a new book bag due to the bottom if this one fraying and falling apart. It is just soft fabric material, not waterproof or even plastic. The zippers worked well and the rest of the bag was made well, but the bottom was not up to standard.",Great book bag at the start of school
3,Size was a bit smaller than expected,Three Stars
3,"It was really long, other than that I loved it",other than that I loved it
3,I return them because it looks too cheap and simple. I think frozen keeley looks much nicer.  So I purchase a different pair .,Look
3,"I keep hoping that Landau will re-introduce the scrubs they discontinued several years ago but, no luck. The newer versions aren't as soft and, not enough pockets. I'm still wearing my Landau's from 9 years ago and, they are hanging in there. Sent these back.",Not like the old ones
3,"I am a fan of this brand and this style was not bad. I returned them because I could get them for less, but ultimately decided to not repurchase as I was not crazy about the bow design on the shoe. It is not harroble, but not really my style.",Nice shoe if it didn't have the bow
3,"in the pic it appears to hand lower in the front and does not. you end up having to pull it back constantly, however, i did get alot of compliments on it.",in the pic it appears to hand lower in the ...
3,"They fit normal, just as expected.",Three Stars
3,"Fits well, I don't like the material, I have dogs and the dog hair just CLINGS to this shirt, I don't really wear it but if you don't have pets it's probably fine.","Fits as expected, collects EVERYTHING"
3,A bit small but otherwise very nice.,Nice but Small
3,too much trouble to return. the zipper gets stuck and the lining is much smaller than the dress. It is very pretty though and quite unique.,It is very pretty though and quite unique
3,Cheaply made. You get what you pay for.,Three Stars
3,"I was hoping this would be a fuller coverage cut, for my full bottom... but maybe a larger size. Definitely cute on a smaller bum.",skimpier than expected
3,"Got this bag for weekend trips that I didn't want to bring a whole suitcase into the office when I leave after work. It is cute and holds a lot but the straps started fraying after my first trip. You have to be careful how you pack it because it will tip side-to-side as you roll it over any bump. I wish it had a large strap, the smaller straps are OK but can make it a little difficult to cary so high up on your shoulder. I used this for a week-long trip and it was great, but next time I'm investing in something a little more expensive and of better quality. Overall: does its job for the price you pay.","I used this for a week-long trip and it was great, but next time I'm investing in something a ..."
3,While the panties do fit to size. The colors I received were not at all like the pictures. I thought I would receive a variety of patterns and received 12 solid colored panties ranging from muted colors to bright green.,The colors I received were not at all like the pictures
3,Ok. Looks like photo. No complaints.,Ok
3,"Gave it to a tiny friend, it looked GREAT on her, but sheesh, no way is she the size I ordered when I intended it for me.",it looked GREAT on her
3,It looks nice enough but is slightly thinner than I expected. Also the medium size is larger than I would usually expect. The washing instruction says hand wash but the ad says it is machine washable. So I am returning it.,Four Stars
3,These earrings are smaller than others I own and had purchased before but they are still cute,Three Stars
3,"Just got it, but small is smaller than I expected, being that I'm petite and 115 lbs, 5'1 tall there was barely any room to hide a bikini..?","Just got it, but small is smaller than I ..."
3,"Not nearly as long in the arms or torso as the picture suggests, but still looks cute. Just have to push the sleeves up.",Not nearly as long in the arms or torso as ...
3,Kind of cheap not 100% leather!,Three Stars
3,"Love these sandals, but it's been just a little over a year since I bought them, and the cork has split has split. Not pleased.",Love these sandals
3,"I love the pendant, but the chain clasp came broken...","Beautiful pendant, iffy chain."
3,"This is a good quality dress that is sturdy and nicely designed. I guess I decided that it just wasn't that original in design to justify the price. There are lots and lots of  crochet lace dresses and this is a good one, but you can get something just as nice for a lower price.",Good quality but shop around for a better value
3,"The skirt fit great. The shirt did not fit, I almost got my head stuck in the head hole. Basically the skirt was a little big, but the shirt had to be thrown into the back of my closet, never to be seen again",Shirt sucked.
3,Can not keep on. Finally tied a strap around ankle.,Three Stars
3,"I bought this because I tend to fidget a lot and have found that having something to keep my fingers busy helps me concentrate. So I keep this or some other ring in my pocket most of the time.
I rarely actually wear it on my finger for long periods. This is partly because I'm usually playing with it, but also because it's not very comfortable for long periods: the edges of the ring are all perfect 90 angles, which are a little sharp. Maybe those would wear down with time, but for now they kind of cut into the webbing between my fingers.
On the ring I got, the numbers on the black band are on the apices (points) rather than on the flat faces of the band. I don't know if this is intentional or not. It just doesn't match what's in the photo.",Fun to play with; not great for long-term wear
3,"This Muscle Tee did not match the picture at all.  We expected rainbow colors as here and received Neon Yellow and Pink,  We are going to keep it, but any other buyers beware, it will not match the picture at all.  What are you going to do about this?",Tie dye does not match!!
3,Love the fabric but the cream color has s little too much yellow in it.  Wish you sold it in white--I'd buy several in white,Love the fabric but the cream color has s little ...
3,"Good material, but small sizes.","Great sandals, Small Sizes"
3,"Love the colors and the stretchy material. Perfect length. Only issue I've had was right after wearing it the first time, before washing it, the stitching is coming out!","Great fit, comfortable."
3,The image is a bit deceptive.  The sole is not flat which made it unstable.  My foot was forced to rock back onto the heel.,The image is a bit deceptive. The sole is ...
3,Liked the caps but they really faded when I washed them.,Three Stars
3,Good quality but bangs were awkward and hung down in the middle of my face exactly as pictured. Not sure why I was surprised by this. I returned for this reason. If you like the picture then you will not be disappointed.,Good quality but bangs were awkward and hung down in ...
3,These were fine for the price.  The pearls are smaller than I expected.,Three Stars
3,returned them because they were too loose. nice looking boot,liked the look
3,The waistband on this was a little narrow and uncomfortable. We went with the Luxury Micro Modal Trunks with the wider waistband.,Quality product
3,Cute but runs really small.,Three Stars
3,I like the color and shape but it runs a little small... I'm size 5 but it was too tight and I had to return.,Runs small/narrow
3,"I usually wear a 6 or 8, ordered a medium and found it was a bit too snug for the hiking on our upcoming trip that I intended it for as I didn't want to be obligated to shorts each day.","I usually wear a 6 or 8, ordered a ..."
3,"I love the style of these boots. They're my daughter's only church boots and they easily match so many outfits.

However 4 months after buying them, these boots are in ok shape. I wouldn't hand them down to another child, because the shiny material has very noticeably worn off in the toe area. Which I guess is expected with the patent-type shoes, but the price is too high for the durability.",Cute boots that last exactly one season
3,Ok so the overall leggings are great! I had tried a pair of my friends on before ordering them and fell in love! However I was a little sad to open the box and the leggings were blue and were supposed to be black. I checked the tag and it said black as did my order. But I love the quality and wasn't planning on wearing outside of the house.,Wrong color
3,"Nice leather shoes however, it too narrow, returned back to Amazon for other brand",Three Stars
3,Not what I expected,Three Stars
3,"the peace sign on one lense was off center and noticeable, otherwise great fit.",otherwise great fit.
3,They're very cute but not true to size I'm a sz 18 and due to the reviews that they run small I ordered a 22 and it was way too small more like a sz 14/16. Also the inside of the pockets isn't the usual cotton material its more like a silk or polyester cloth so that may rip quickly.,Runs way too small-Not true to size
3,"Durable, my husband loves it more than other expensive models I purchased. He works outside and wears it everday",Three Stars
3,Narrow for toes if you have a wider foot.,Slightly narrow
3,You pay for what you get I guess this is an okay pair of oxfords but the quality is nothing great,You pay for what you get I guess this is ...
3,Loved these shoes. Sadly they stretched out too quickly and now I look like a kid shuffling around in my moms shoes. Too bad because they looked fabulous and were very comfy,Fabulous but stretched out way too quickly
3,I ordered this belt because I really liked the brown version of the same belt.  The black one is a significantly thinner leather and isn't nearly the same quality!,Inconsistent Quality
3,"The cap structure is good and lots of loose threads, more inside. The hat in the picture looks impressive and damm nice but the product is nothing like that. Comparing the actual to the picture, the camo coloring is not very sharp and nice. Knew that the camo pattern will never be the same, still disappointed that the hat camo shading is not like the picture. Its like they just threw in a similarly different cap.

The Velcro patch shown on the picture looks and definitely  is 3 x 2 inch, that the standard size for most or all cap. What they gave me was 4 x 2 inch which was to big and excessive. 1 x 1 inch on the top. 2 x 2 inch on the back kinda too much velcro but still okay, if only they bother to mention the velcro in the detail for me to know first.

Overall the hat is nice and don't expect the design to be that nice as the hat is just okay.
Just to inform anyone .

Very excited for the cap but  shouldn't get my hopes up

People will tell me that the the picture will definitely nicer and impressive for the purpose of sale. I'll try my best to understand the situation and love the cap for what it is as complaining will not change it.",Nice cap but....
3,"The fit was fine. I really like the sleeves. However, the seem in the front is too awkward. It almost looks like a maternity shirt. I'll keep it to wear around the house because it is so light and comfortable, but I'm not wearing it out without a jacket or sweater.",The fit was fine. I really like the sleeves
3,"They're good, just too small.",Three Stars
3,For the price.  I found the product to be durable.  Was not happy with rollers.,Was not happy with rollers
3,"I specifically bought this item over many similar listings because I wanted the gold metal parts... In fact, some, more competitively priced. Alas, it was not to be! Arrived with the same old silver metal that makes it much less classy. That apart, nothing to complain about! Well-packed. Quality is good, at first look. The slots can hold LARGE-sized sunglasses easily. So keep note of that when you're buying. If you need smaller sunglasses casing, you could choose another option. I tried doing what another reviewer had mentioned: to have 2 glasses live-in together in the same slot. But neither fits comfortably. Lukewarm satisfaction with this product.",Not gold metal as in picture
3,"Overall quality is very average. What would be acceptable with deep discount found on Amazon. But this particular pair looks and feels much better in picture than on my feet.. It's just my personal feel/opinion. Still, I think it's a very average product.",Very average product
